sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
O=C(NC1=NN2C=CC=NC2=N1)C=3C=C(Cl)C=CN3,Z1095696101,274.666,274.666,0.632,-3.79,1,5,85.07,3,https://real.enamine.net/public-enum-files/Z1095696101
CCC(C=1C=CN=CC1)N(C)CC2=NN=C(O2)C3=CC=CS3,Z1540695005,314.407,314.407,1.557,-2.83,0,4,55.05,6,https://real.enamine.net/public-enum-files/Z1540695005
CC=1OC(NC(=O)C(C)N2CCC(CC2)NC3CCS(=O)(=O)C3)=C(C#N)C1C,Z1317998791,408.517,408.517,-0.523,-2.54,2,6,115.44,5,https://real.enamine.net/public-enum-files/Z1317998791
CC(C)C1=NC(=CS1)C(=O)NC=2C=CC(F)=C(C#N)C2,Z1096296384,289.33,289.33,3.304,-3.995,1,3,65.78,4,https://real.enamine.net/public-enum-files/Z1096296384
CC=1C=CC(=CC1C)C(=O)N2CCCC2C3=NN=C4C=CC=CN34,Z131485654,320.389,320.389,2.535,-4.81,0,3,50.5,3,https://real.enamine.net/public-enum-files/Z131485654
CC1=C(N=NN1C=2C=CC=CC2)C(=O)N3CCN4CCCCC4C3,Z908772076,325.409,325.409,2.401,-2.755,0,4,54.26,3,https://real.enamine.net/public-enum-files/Z908772076
CC=1N=CSC1C2=NC(=NO2)C3=NN=C(O3)C=4C=CC=CC4,Z1891672419,311.32,311.32,1.399,-4.719,0,5,90.73,3,https://real.enamine.net/public-enum-files/Z1891672419
CC(OC=1C=CC(F)=C(F)C1)C(=O)N2CCCC2C=3C=CC=CN3,Z908182328,332.345,332.345,2.382,-4.11,0,3,42.43,5,https://real.enamine.net/public-enum-files/Z908182328
CC1=NC(=CS1)CN(C)C=2N=CN=C3C2C=NN3C=4C=CC=CC4,Z900176114,336.416,336.416,2.979,-4.062,0,5,59.73,4,https://real.enamine.net/public-enum-files/Z900176114
O=C(NC=1C=CN(CC=2C=CN=CC2)N1)C=3C=CC=C(C3)CN4CCCC4,Z972615918,361.441,361.441,2.101,-2.783,1,4,63.05,6,https://real.enamine.net/public-enum-files/Z972615918
O=C(O)C=1C=CC=2C(=O)N(CC=3C=CC=CC3)C(=NC2C1)SCC4=NC=5C=CC=CC5C(=O)N4,Z55882091,470.502,470.502,3.297,-7.45,2,6,111.43,6,https://real.enamine.net/public-enum-files/Z55882091
CC1=NC(=NN1C=2C=CC(F)=CC2)C(=O)N(C)C(C)C=3C=CC=CC3,Z131420246,338.38,338.38,2.767,-3.696,0,3,51.02,5,https://real.enamine.net/public-enum-files/Z131420246
COC=1C=CC=CC1N2CC(CC2=O)C3=NC=4C=CC=CC4N3CC=5C=CC=CC5C,Z111734162,411.497,411.497,4.755,-5.46,0,3,47.36,5,
CC=1N=C(SC1C(=O)N(C)C(C)C=2C=CC=CC2)C=3C=CC=CN3,Z99492790,337.441,337.441,3.214,-4.083,0,3,46.09,5,https://real.enamine.net/public-enum-files/Z99492790
CC1=NC(=NN1C2=CC=CC=C2C(C)C)C(=O)N(C)CC3CCCO3,Z984931806,342.436,342.436,2.551,-3.274,0,4,60.25,6,https://real.enamine.net/public-enum-files/Z984931806
CC=1C=CC(C)=C2SC(=NC12)NC(=O)C(C)N3C=CN=C3,Z1097807136,300.381,300.381,2.894,-3.89,1,3,59.81,4,https://real.enamine.net/public-enum-files/Z1097807136
CC=1C=CC(C)=C2SC(=NC12)NC(=O)C=3C=CC=CC3I,Z57739170,408.258,408.258,4.58,-6.22,1,2,41.99,3,https://real.enamine.net/public-enum-files/Z57739170
CC=1C=C(C)N2N=CC(C3=NOC(CN4C=CC(=N4)[N+]([O-])=O)=N3)=C2N1,Z1170089811,340.298,340.298,0.948,-2.589,0,7,130.07,4,https://real.enamine.net/public-enum-files/Z1170089811
O=C(CC1=NOC=2C=CC=CC12)NC=3C=CC(=CC3)CN4C=NC=N4,Z356198046,333.345,333.345,1.135,-3.979,1,4,85.84,6,https://real.enamine.net/public-enum-files/Z356198046
CC1=CC(C)=NN1CC2=NC(=NO2)C3=CN=C4C=NC=CN34,Z1891237295,295.3,295.3,0.594,-0.746,0,5,86.93,3,https://real.enamine.net/public-enum-files/Z1891237295
O=C(O)C(C1=CN2C=C(Cl)C=CC2=N1)C=3C=CC=CC3,Z56804437,286.713,286.713,2.749,-3.21,1,3,54.6,3,
ClC=1C=CC=C(CC2=CN=C(NC=3C=CC=CN3)S2)C1Cl,Z56793116,336.24,336.24,5.179,-5.63,1,3,37.81,4,https://real.enamine.net/public-enum-files/Z56793116
O=C(C1=CC=CS1)N(C(=O)C2=CC=CS2)C=3C=CC(Br)=CN3,Z56835472,393.28,393.28,4.059,-5.65,0,3,50.27,5,https://real.enamine.net/public-enum-files/Z56835472
C1=C(COC=2C=CC=C3C=CC=NC23)N=C4N=CC=CN14,Z56849582,276.293,276.293,2.247,-3.47,0,4,52.31,3,https://real.enamine.net/public-enum-files/Z56849582
CC=1C=CC=2N=C(N=C(C)C2C1)NC3=NC=4CCCCC4C(=O)N3,Z56890524,321.377,321.377,3.143,-6.05,2,5,79.27,2,
CC(NCC1=NN=C(C2CCC2)N1C)C=3C=CC=C(C3)N4C=CN=C4,Z1817408975,336.435,336.435,0.965,-2.393,1,4,60.56,6,https://real.enamine.net/public-enum-files/Z1817408975
ClC=1C=CC(=CC1)COCC2=NC=3C=CC=CC3N2CC=4C=CC(Cl)=CC4,Z57192025,397.297,397.297,5.681,-5.85,0,2,27.05,6,
O=C1CC(CN1C=2C=CC=CC2)C3=NC=4C=CC=CC4N3CC5=CC=CC=C5F,Z57298785,385.435,385.435,4.53,-5.26,0,2,38.13,4,
CC=1C=CC(C)=C(C1)CN2C(=NC=3C=CC=CC32)C(C)NC(=O)C=4C=CC(F)=CC4,Z57298446,401.477,401.477,5.388,-6.34,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z57298446
COC(=O)NC=1C=C(C=CC1F)NCC2=NOC(=N2)C3=CC=CS3,Z1385461875,348.354,348.354,1.963,-4.007,2,5,89.28,7,https://real.enamine.net/public-enum-files/Z1385461875
O=C(NCC1=CC=C(O1)C2=NC=3C=CC=CC3S2)C4=CC=CN=C4N5C=NC=N5,Z278059904,402.431,402.431,2.545,-5.83,1,5,98.73,5,https://real.enamine.net/public-enum-files/Z278059904
CC(C)N1N=CC=2C=C(C=NC21)C(=O)N(C)C(C)C=3C=CC=CC3,Z217444880,322.405,322.405,2.656,-3.356,0,3,51.02,5,https://real.enamine.net/public-enum-files/Z217444880
C=C(C)CN1C(=NN=C1C=2C=CN=CC2)SCC=3C=CC=NC3Cl,Z1438670949,357.862,357.862,2.492,-5.076,0,4,56.49,6,https://real.enamine.net/public-enum-files/Z1438670949
CC1=NN(C(C)=C1C=2C=C(NN2)C(=O)O)C=3C=CC=CC3,Z57683739,282.298,282.298,2.671,-2.9,2,4,83.8,3,https://real.enamine.net/public-enum-files/Z57683739
O=C(NCC1=NC(=NO1)C2CC2)C3=CN=C(S3)C=4C=CC=CC4F,Z827689894,344.365,344.365,2.475,-3.98,1,4,80.91,6,https://real.enamine.net/public-enum-files/Z827689894
O=C(NC=1C=CC(Br)=CC1Cl)C2=CC=C(O2)C=3C=CC(Cl)=CC3,Z57740118,411.076,411.076,5.716,-7.67,1,1,42.24,4,https://real.enamine.net/public-enum-files/Z57740118
O=C(NCC=1C=CC=NC1N2C=NC=N2)C3=CN(CC=4C=CC=CC4)N=N3,Z423956368,360.374,360.374,0.085,-3.59,1,6,103.41,7,https://real.enamine.net/public-enum-files/Z423956368
CCN(CC=1C=CC=C(F)C1)C(=O)CC=2C(C)=NN(C2C)C=3C=CC=CC3,Z95910489,365.445,365.445,3.818,-3.931,0,2,38.13,7,https://real.enamine.net/public-enum-files/Z95910489
CC=1C=CC=2C(=COC2C1C)CC(=O)NC3=NN=C(S3)C(C)C,Z57907503,329.419,329.419,4.153,-5.146,1,3,68.02,5,https://real.enamine.net/public-enum-files/Z57907503
CC1=CC=CC2=NC(=CN12)C(=O)NC=3C=CC(OCC(F)(F)F)=C(C#N)C3,Z422820934,374.317,374.317,3.899,-5.18,1,4,79.42,5,https://real.enamine.net/public-enum-files/Z422820934
CC1=NN(C(C)=C1CC(=O)N2CCC=3C=CC=CC32)C=4C=CC=CC4,Z95540182,331.412,331.412,3.622,-3.77,0,2,38.13,4,https://real.enamine.net/public-enum-files/Z95540182
CN1C=C(C(=O)NC=2C=CC=3N=CC=CC3C2)C=4C=CC=CC41,Z768123670,301.343,301.343,3.754,-4.202,1,2,46.92,3,https://real.enamine.net/public-enum-files/Z768123670
CCN1C(CN2C=NC=3C=CC=CC3C2=O)=NC4=C(F)C=CC=C41,Z1101483911,322.337,322.337,2.552,-3.735,0,3,50.49,3,https://real.enamine.net/public-enum-files/Z1101483911
O=C(NCC1COC=2C=CC=CC2O1)C3=CC=C(S3)C=4C=CC(F)=CC4,Z64058969,369.411,369.411,4.874,-6.715,1,3,47.56,4,https://real.enamine.net/public-enum-files/Z64058969
O=C(NC=1C=CC(=CC1)C2=NC=CS2)C=3C=CC=NC3N4C=NC=N4,Z286858422,348.384,348.384,1.396,-5.12,1,5,85.59,5,https://real.enamine.net/public-enum-files/Z286858422
CC=1C=CC=NC1NC(=O)C2=CSC(=N2)C3=CC(Br)=CS3,Z755069978,380.285,380.285,3.701,-5.31,1,3,54.88,4,https://real.enamine.net/public-enum-files/Z755069978
CC=1OC=CC1C2=NN=C(O2)SC=3N=CN=C4SC(C)=C(C)C34,Z64607829,344.414,344.414,2.797,-6.969,0,4,77.84,3,https://real.enamine.net/public-enum-files/Z64607829
NC=1N=C(N=C2C=CC=CC12)NCC=3C=C(F)C=C4COCOC34,Z1546766938,326.326,326.326,2.571,-5.14,2,6,82.29,3,https://real.enamine.net/public-enum-files/Z1546766938
CC1=C(SC=2C=CC=CC12)C(=O)NCC3=NN=C4C(Cl)=CC(=CN34)C(F)(F)F,Z154304476,424.829,424.829,4.029,-6.59,1,3,59.29,4,https://real.enamine.net/public-enum-files/Z154304476
CC1=CC(CNC(=O)C=2N=C(C)N(N2)C=3C=CC=CC3C(C)C)=NO1,Z980099800,339.393,339.393,2.832,-3.2,1,4,85.84,6,https://real.enamine.net/public-enum-files/Z980099800
CC1=C(C=NN1C)C(C)NC(=O)C=2C=NN(C2)C=3C=CC=CC3Cl,Z955540160,343.811,343.811,2.675,-2.61,1,3,64.74,5,https://real.enamine.net/public-enum-files/Z955540160
CO[C@H]1C[C@@H](CO)N(C1)C=2N=CN=C3C2C=NN3C=4C=CC=CC4,Z2052755049,325.366,325.366,1.193,-3.794,1,6,76.3,4,https://real.enamine.net/public-enum-files/Z2052755049
OC1CC(C=2C=C(F)C=CC2F)N(CC3=CN(N=N3)C=4C=CC=CC4)C1,Z1498801527,356.37,356.37,2.901,-3.325,1,4,54.18,4,https://real.enamine.net/public-enum-files/Z1498801527
CCN(CC1CCOC1)C(=O)C2=C(C)ON=C2C=3C=CC(F)=CC3,Z803841360,332.37,332.37,1.969,-3.74,0,3,55.57,6,https://real.enamine.net/public-enum-files/Z803841360
CC=1C=C(C)N(N1)C=2C=CC(=CN2)C(=O)N3CCC(C)C4=CC=CC=C43,Z407306852,346.427,346.427,3.329,-4.71,0,3,51.02,2,https://real.enamine.net/public-enum-files/Z407306852
COC=1C=CC=2OC(=CC2C1)CN[C@H]3CCO[C@@H]3C4=CC=NN4C,Z2052001127,327.378,327.378,1.656,-2.795,1,4,61.45,5,https://real.enamine.net/public-enum-files/Z2052001127
CN1C=NC=C1[C@@H]2NC(=O)CC[C@H]2NCC3=CN4C=C(Cl)C=CC4=N3,Z2052315023,358.826,358.826,0.141,-1.955,2,4,76.25,4,https://real.enamine.net/public-enum-files/Z2052315023
CC=1C=CC=2C(=COC2C1)CC(=O)NC=3C=CC(Cl)=CN3,Z71485844,300.74,300.74,3.917,-4.46,1,2,55.13,4,https://real.enamine.net/public-enum-files/Z71485844
O=C(C=1C=CC=CC1C=2C=CC(=CC2)CN3C=CC=N3)N4CC[C@H](O)C4,Z1381914979,347.411,347.411,2.141,-4.44,1,3,58.36,5,https://real.enamine.net/public-enum-files/Z1381914979
CN1C=C(C=N1)C2CCCN2C(=O)C=3C=CN=C(C3)N4C=NC=N4,Z1102953997,323.353,323.353,-0.453,-2.369,0,5,81.73,4,https://real.enamine.net/public-enum-files/Z1102953997
CC=1C=CC=2C=C(C=CC2N1)CN[C@@H]3CC(=O)N(C)[C@H]3C4=CC=NN4C,Z2052419753,349.43,349.43,1.942,-2.602,1,4,63.05,4,https://real.enamine.net/public-enum-files/Z2052419753
CC1=NSC=2N=CC(=CC12)C(=O)N3CCCC3C=4C=NN(C)C4,Z1102954038,327.406,327.406,1.27,-2.43,0,4,63.91,3,https://real.enamine.net/public-enum-files/Z1102954038
CCN(C(=O)C1=CC=2C(C)=NN(CC=3C=CC=CC3)C2S1)C=4C=CC=CC4C,Z297014324,389.515,389.515,4.845,-6.417,0,2,38.13,5,https://real.enamine.net/public-enum-files/Z297014324
CC1=CC=C(O1)C2=NC(C)=C(S2)C(=O)N3CCCC=4C=C(F)C(F)=CC43,Z393060948,374.406,374.406,4.466,-5.602,0,2,46.34,2,https://real.enamine.net/public-enum-files/Z393060948
CCC1OC=2C=C(C=CC2NC1=O)C(C)NC=3N=CC(C)=C(C)N3,Z1546830630,326.394,326.394,2.982,-4.069,2,5,76.14,4,https://real.enamine.net/public-enum-files/Z1546830630
CCN(C(=O)C=1C=NN(C1C)C2=CC=CC(=C2)C(F)(F)F)C=3C=CC=CC3C,Z297028448,387.399,387.399,4.517,-5.34,0,2,38.13,5,https://real.enamine.net/public-enum-files/Z297028448
O=C(CC=1C=CC(=CC1)C=2C=CC=CC2)NC3=NN=C4C=CC=CN34,Z362665116,328.368,328.368,3.888,-5.913,1,3,59.29,5,https://real.enamine.net/public-enum-files/Z362665116
CC1=NOC(C)=C1CC(=O)NC2=NC=C(CC3=CC=C(C#N)C=C3C(F)(F)F)S2,Z424326472,420.41,420.41,3.195,-4.543,1,4,91.81,6,https://real.enamine.net/public-enum-files/Z424326472
O=C(NC1=NN=C2C=CC=CN12)C=3C=CC=C(C3)OCC4CCCO4,Z383529248,338.361,338.361,2.396,-4.626,1,5,77.75,5,https://real.enamine.net/public-enum-files/Z383529248
O=C(NC1=NC=C(CC=2C=CC(F)=C(F)C2)S1)C=3C=CC=NC3,Z280650852,331.342,331.342,2.953,-4.523,1,3,54.88,4,https://real.enamine.net/public-enum-files/Z280650852
CC1=NN=C(COC(=O)CN2N=C(C(N)=O)C=3C=CC=CC3C2=O)O1,Z66393847,343.295,343.295,-2.847,-2.48,1,6,140.98,6,https://real.enamine.net/public-enum-files/Z66393847
O=C(NC=1C=CN(CC=2C=CC=CC2)N1)C=3C=CC=C4NN=CC34,Z771873986,317.345,317.345,2.999,-4.19,2,3,75.6,5,https://real.enamine.net/public-enum-files/Z771873986
CC1=C(N=NN1C=2C=CC=C3C=CC=NC23)C(=O)N(C)CC4CCC4,Z1173445373,335.404,335.404,2.493,-4.023,0,4,63.91,5,https://real.enamine.net/public-enum-files/Z1173445373
N#CC=1C=CC=CC1OCC2=CC(=O)N3C=CC=CC3=N2,Z94603503,277.278,277.278,1.818,-3.645,0,4,65.69,3,https://real.enamine.net/public-enum-files/Z94603503
O=C1C=C(CN2N=NC(=N2)C=3C=CC=C(C3)C(F)(F)F)N=C4C=CC=CN14,Z105026918,372.305,372.305,2.563,-4.726,0,5,76.27,4,
CN1CCOC(CNC=2C=CC3=NN=C(C=4C=CC=CC4)N3N2)C1,Z1103000890,324.381,324.381,2.062,-3.704,1,6,67.58,4,https://real.enamine.net/public-enum-files/Z1103000890
COCC1CN(CC(C)(C)O1)C=2C=NC=3C=C(F)C(F)=CC3N2,Z2051942853,323.338,323.338,2.835,-2.923,0,5,47.48,3,https://real.enamine.net/public-enum-files/Z2051942853
NC(=O)[C@H]1CCO[C@@H]1C2CCN(CC2)C3=NN=NN3C=4C=CC=CC4,Z2052099445,342.396,342.396,0.563,-3.071,1,6,99.16,4,https://real.enamine.net/public-enum-files/Z2052099445
CN1C=CC(=N1)N2CCCC(C2=O)N3CCC=4C=CC=CC43,Z1546836348,296.368,296.368,2.731,-3.249,0,3,41.37,2,https://real.enamine.net/public-enum-files/Z1546836348
CC(C)(O)CN1N=C(C=2C=CC(F)=CC2)C=3C=CC=CC3C1=O,Z1103350161,312.339,312.339,2.252,-4.734,1,3,52.9,3,https://real.enamine.net/public-enum-files/Z1103350161
CC1=CC=CN2C=C(CN3CCCC3C=4C=NN(C)C4)N=C12,Z1103240417,295.383,295.383,2.246,-1.1,0,3,38.36,3,https://real.enamine.net/public-enum-files/Z1103240417
CN1C=C(C=N1)C2CCCN2CC3=NN=C(O3)C=4C=CC=CC4Cl,Z1103241289,343.811,343.811,1.526,-2.517,0,4,59.98,4,https://real.enamine.net/public-enum-files/Z1103241289
CO[C@H]1C[C@@H](C(=O)NC=2C=NC3=CC=CC=C3C2)N(C)C1,Z2052583770,285.342,285.342,2.039,-2.295,1,4,54.46,4,https://real.enamine.net/public-enum-files/Z2052583770
CN1C=C(C=N1)C2CCCN2CC3=COC(=N3)C=4C=CC=CC4Cl,Z1103238094,342.823,342.823,2.74,-2.57,0,3,47.09,4,https://real.enamine.net/public-enum-files/Z1103238094
O=C1OC=2C=CC=NC2N1CCN3CC(O)CC3C4=CC=CC(F)=C4,Z1994551051,343.353,343.353,0.857,-3.12,1,5,65.9,4,https://real.enamine.net/public-enum-files/Z1994551051
CCOC=1N=CC=CC1C(=O)NC2=NC=C(CC=3C=CC(Cl)=CC3)S2,Z67760687,373.858,373.858,4.678,-5.56,1,4,64.11,7,https://real.enamine.net/public-enum-files/Z67760687
CC(C)(O)C1CCCN1CC2=CSC(=N2)C=3C=CC(F)=CC3,Z1547844100,320.427,320.427,3.274,-3.376,1,3,36.36,4,https://real.enamine.net/public-enum-files/Z1547844100
COCC1CN(CC(C)(C)O1)C(=O)C=2C=CC(=CC2)N3C=CC=N3,Z2053099017,329.394,329.394,2.2,-2.861,0,4,56.59,5,https://real.enamine.net/public-enum-files/Z2053099017
CC1=CC(C)=CC(=C1)N(C)C(=O)C=2C=CC(=CC2)N3C=NN=N3,Z775257982,307.351,307.351,2.691,-4.792,0,4,63.91,4,https://real.enamine.net/public-enum-files/Z775257982
COC[C@@H]1C[C@H](CN1CC2=CN(CC=3C=CC=NC3)N=N2)OC,Z2053208007,317.387,317.387,-0.166,-0.01,0,6,65.3,7,https://real.enamine.net/public-enum-files/Z2053208007
O=C(NC=1C=CC(=C(F)C1)N2C=CN=C2)C=3C=C(F)C=CC3C=4C=CC=CC4,Z774955534,375.372,375.372,4.634,-6.55,1,2,46.92,4,https://real.enamine.net/public-enum-files/Z774955534
CC1=NN(C)C=2SC(=CC12)C(=O)N3CCN4C(=NN=C4C3)C(C)C,Z1139302341,344.437,344.437,1.011,-3.187,0,4,68.84,3,https://real.enamine.net/public-enum-files/Z1139302341
CC1=NN(CC=2C=CC(F)=CC2)C=3SC(=CC13)C(=O)N(C)CC=4C=NN(C)C4,Z70770247,397.471,397.471,2.894,-4.021,0,3,55.95,5,https://real.enamine.net/public-enum-files/Z70770247
CC=1C=CC=CC1COC=2C=CC=C(C2)NC(=O)N3CCC(O)C3,Z1650363192,326.39,326.39,2.538,-4.542,2,3,61.8,6,https://real.enamine.net/public-enum-files/Z1650363192
O=C(NC=1C=CC(=CC1)N2C=CC=N2)N3CCC(O)C3,Z1650358317,272.303,272.303,0.714,-2.157,2,3,70.39,4,https://real.enamine.net/public-enum-files/Z1650358317
O=C(NC=1C=NN(C1)C=2C=CC(=CC2)C(F)(F)F)N3CCC(O)C3,Z1650365676,340.301,340.301,1.785,-3.079,2,3,70.39,5,https://real.enamine.net/public-enum-files/Z1650365676
CCOC(C)C1=NC(=CS1)CC2=NOC(=N2)C3=CC=CC(C#N)=C3,Z1685330271,340.401,340.401,1.941,-3.48,0,5,84.83,6,https://real.enamine.net/public-enum-files/Z1685330271
CCNS(=O)(=O)C=1C=CC(=CC1)C(=O)N2N=C(N)C3=CC=CC=C32,Z234896317,344.39,344.39,2.461,-4.06,2,5,107.08,5,https://real.enamine.net/public-enum-files/Z234896317
CC=1C=C(C)N2N=CC(C3=NOC(=N3)C4CCN5C=NC=C5C4)=C2N1,Z1650890801,335.364,335.364,0.799,-1.798,0,5,86.93,2,https://real.enamine.net/public-enum-files/Z1650890801
COC=1C=CC=CC1C2=NC(=CS2)CN3C=C(F)C=CC3=O,Z1896921310,316.352,316.352,1.851,-3.65,0,3,42.43,4,https://real.enamine.net/public-enum-files/Z1896921310
O=C(NC=1C=NN(C1)CC(F)F)C=2C=CN(N2)C=3C=CC=CC3F,Z1220515478,335.285,335.285,2.099,-3.136,1,3,64.74,6,https://real.enamine.net/public-enum-files/Z1220515478
CN(CC1=NC=CS1)C2=NN=C(CC=3C=CC=CC3)S2,Z1652219454,302.421,302.421,2.579,-3.193,0,4,41.91,5,https://real.enamine.net/public-enum-files/Z1652219454
COC1=C(C)C=NC(CNC(=O)C=2C=CC=C(C2)N3C=CN=C3)=C1C,Z1224661945,336.389,336.389,2.852,-3.15,1,4,69.04,6,https://real.enamine.net/public-enum-files/Z1224661945
O=C(CC=1C=CC=CC1OC(F)F)NC=2C=CC=C(C2)N3C=NN=C3,Z1227859383,344.316,344.316,2.178,-4.18,1,4,69.04,7,https://real.enamine.net/public-enum-files/Z1227859383
O=S(=O)(NC1=NN=CN1CC=2C=CC=CC2)C=3C(Cl)=CC=CC3Cl,Z1227526876,383.253,383.253,2.588,-5.67,1,4,76.88,5,https://real.enamine.net/public-enum-files/Z1227526876
O=C(NC1=NC(=CS1)CC=2C=CC=CC2)N3CCC(CO)CC3,Z1657218971,331.434,331.434,1.841,-3.382,2,3,65.46,6,https://real.enamine.net/public-enum-files/Z1657218971
O=C(NCC=1C=CC(OC=2C=CC=NC2)=C(F)C1)N3CCC[C@@H]3CO,Z1229331353,345.369,345.369,1.961,-2.976,2,3,74.69,7,https://real.enamine.net/public-enum-files/Z1229331353
CC=1C=C(C=CC1NC(=O)N2CCCC2CO)C3=NC(=NO3)C4CC4,Z1657397459,342.393,342.393,1.2,-3.675,2,4,91.49,6,https://real.enamine.net/public-enum-files/Z1657397459
CCN1N=CC=2C=C(C3=NC(CC4=CC=CS4)=NO3)C(C)=NC21,Z1997983169,325.39,325.39,2.438,-3.464,0,4,69.63,4,https://real.enamine.net/public-enum-files/Z1997983169
CN(CC1=NC(=NO1)C=2C=CC(Cl)=CC2)C=3C=CC(=CC3)OC4=CC=CC=N4,Z1230406244,392.839,392.839,4.843,-5.92,0,4,64.28,6,https://real.enamine.net/public-enum-files/Z1230406244
CC1=NN(C)C(NC(=O)CC=2C=C(ON2)C=3C=CC=CC3)=C1C,Z1230541112,310.351,310.351,1.136,-3.2,1,3,72.95,5,https://real.enamine.net/public-enum-files/Z1230541112
CC1=NC(CC2=NOC(=N2)C=3C=CC=CC3OCC4CCCO4)=NO1,Z1959750028,342.35,342.35,0.897,-2.75,0,6,96.3,6,https://real.enamine.net/public-enum-files/Z1959750028
CCOC(C1=NOC(CC2=CSC(CC)=N2)=N1)C=3C=CC(C)=CC3,Z1686233524,343.445,343.445,2.967,-3.101,0,4,61.04,7,https://real.enamine.net/public-enum-files/Z1686233524
O=C(NCCO)C=1C=CC(=CC1)OCC=2C=C(ON2)C=3C=CC=CC3,Z1230739329,338.358,338.358,2.346,-4.171,2,4,84.59,8,https://real.enamine.net/public-enum-files/Z1230739329
CC(C)N1CC=2C=CC=C(NC(=O)C3=CN=NS3)C2C1,Z1659575866,288.37,288.37,1.23,-2.54,1,4,58.12,4,https://real.enamine.net/public-enum-files/Z1659575866
CC=1C=NC(=CN1)C(=O)NC=2C=CC(=CC2)OCC3CCOC3,Z1231478157,313.352,313.352,1.724,-2.36,1,5,73.34,5,https://real.enamine.net/public-enum-files/Z1231478157
CC1=NOC(=C1C(=O)NC=2C=CC(=CC2)N3C=CN=N3)C=4C=CC=CC4,Z1660037059,345.356,345.356,2.598,-4.06,1,4,85.84,4,https://real.enamine.net/public-enum-files/Z1660037059
CC1=CC(CNC=2C=C(Cl)C=CC2N3CCC(CO)CC3)=NO1,Z1431643950,335.829,335.829,1.774,-2.878,2,4,61.53,5,https://real.enamine.net/public-enum-files/Z1431643950
CC=1C=C(NC(=O)C=2C=CC=3CCN(C)C3C2)N(N1)C=4C=CC=CN4,Z1663267937,333.388,333.388,2.825,-4.312,1,4,63.05,4,https://real.enamine.net/public-enum-files/Z1663267937
CC=1C=CN(N1)C=2C=CC(=NN2)NCC(O)C3CCCCC3,Z1238971894,301.388,301.388,2.897,-3.682,2,5,75.86,5,https://real.enamine.net/public-enum-files/Z1238971894
CC(C=1C=CC=CC1)N(CC2CC2)C(=O)C=3C=NC4=C(C3)N=NN4C,Z1666258698,335.404,335.404,2.374,-3.71,0,4,63.91,6,https://real.enamine.net/public-enum-files/Z1666258698
CCC=1C=NC=CC1C(=O)N(C)C=2C=CC=NC2N3CCCC3,Z1666628427,310.394,310.394,1.634,-3.21,0,4,49.33,5,https://real.enamine.net/public-enum-files/Z1666628427
CC=1C=CN(N1)C=2C=CC(=NN2)NCC=3C=CN=C(C3)N4CCCCC4,Z1238907486,349.434,349.434,2.569,-3.181,1,6,71.76,5,https://real.enamine.net/public-enum-files/Z1238907486
COC=1C=CC(CNC=2C=CC(=NN2)N3C=CC(C)=N3)=C(C1)OC,Z1238910764,325.366,325.366,2.687,-2.994,1,6,74.09,6,https://real.enamine.net/public-enum-files/Z1238910764
CC=1C=CN(N1)C=2C=CC(=NN2)NCC=3C=CC=C(C3)N4CCCC4=O,Z1238901727,348.403,348.403,2.639,-3.533,1,5,75.94,5,https://real.enamine.net/public-enum-files/Z1238901727
CN1CCCC(CNC=2C=CC(=NN2)C(=O)NC=3C=CC=CC3)C1,Z1238980865,325.409,325.409,2.625,-3.2,2,5,70.15,6,https://real.enamine.net/public-enum-files/Z1238980865
COC=1C=CC=CC1N2CCCC(NC(C)C=3C=NN(C)C3)C2=O,Z1441180103,328.41,328.41,2.18,-2.3,1,4,59.39,5,https://real.enamine.net/public-enum-files/Z1441180103
CC1=CC=C(O1)C(=O)NC=2C=CC=NC2N3CCC(CO)CC3,Z1242287393,315.368,315.368,1.575,-2.789,2,4,78.6,5,https://real.enamine.net/public-enum-files/Z1242287393
CC1=CC(C(=O)NC2=CC=CN=C2N3CCC(CO)CC3)=C(C)O1,Z1242289089,329.394,329.394,1.734,-2.616,2,4,78.6,5,https://real.enamine.net/public-enum-files/Z1242289089
CC1=COC(=N1)C2=CC=CC(=C2)NC(=O)N3CC(C3)N(C)C,Z1671438730,300.356,300.356,2.032,-2.949,1,3,61.61,5,https://real.enamine.net/public-enum-files/Z1671438730
CCC1=NOC(=N1)C=2C=CC(C)=C(C2)NC(=O)N3CC(C3)N(C)C,Z1671359346,329.398,329.398,2.239,-3.55,1,4,74.5,6,https://real.enamine.net/public-enum-files/Z1671359346
CC(C=1C=CC=CN1)N(C)CC2=CN=C(S2)C=3C=CC=NC3,Z1671922800,310.419,310.419,1.588,-2.69,0,4,41.91,5,https://real.enamine.net/public-enum-files/Z1671922800
Cl.COC=1C=C(C=CC1CN2CCC(N)C2)C=3C=CC=CC3,Z1762001384,318.841,282.381,3.24,-4.328,1,3,38.49,4,https://real.enamine.net/public-enum-files/Z1762001384
FC=1C=CC=C(C1)CC2=NOC(=N2)C=3C=COC3,Z1682301459,244.222,244.222,2.978,-3.109,0,2,52.06,3,https://real.enamine.net/public-enum-files/Z1682301459
